2025-03-13T00:00:23.730Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/questions/10324
2025-03-13T00:01:21.932Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /api/questions/hint/5953?index=1
2025-03-13T00:01:24.105Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/questions/5953/check
2025-03-13T00:01:24.108Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing POST /api/questions/5953/check
2025-03-13T00:01:24.108Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-03-13T00:01:24.108Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured POST /api/questions/5953/check
2025-03-13T00:01:24.555Z DEBUG 8599 --- [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/questions/2980
2025-03-13T00:01:24.558Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /api/questions/2980
2025-03-13T00:01:24.558Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-03-13T00:01:24.558Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /api/questions/2980
2025-03-13T00:01:33.654Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /api/user
2025-03-13T00:01:33.660Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /api/user
2025-03-13T00:01:33.666Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /api/user
2025-03-13T00:01:33.669Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /api/user
2025-03-13T00:02:14.354Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/user/id-only
2025-03-13T00:02:14.354Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/user/id-only
2025-03-13T00:02:14.357Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:02:14.361Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:02:14.366Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:02:14.367Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/user/id-only/official
2025-03-13T00:02:14.368Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:02:14.369Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:02:14.370Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:02:14.374Z DEBUG 8599 --- [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:02:14.377Z DEBUG 8599 --- [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:02:15.139Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/collection-sets/user/2
2025-03-13T00:02:15.139Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/user/id/2
2025-03-13T00:02:15.140Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/user/id/2
2025-03-13T00:02:15.141Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id/2
2025-03-13T00:02:15.141Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /api/collection-sets/user/2
2025-03-13T00:02:15.141Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/collection-sets/user/2
2025-03-13T00:02:15.145Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /api/collection-sets/user/2
2025-03-13T00:02:15.145Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id/2
2025-03-13T00:02:15.164Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id/2
2025-03-13T00:02:15.166Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id/2
2025-03-13T00:02:15.168Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /api/collection-sets/user/2
2025-03-13T00:02:15.170Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /api/collection-sets/user/2
2025-03-13T00:02:18.607Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:02:18.611Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:02:18.616Z DEBUG 8599 --- [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:02:18.616Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:02:18.618Z DEBUG 8599 --- [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:02:18.619Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:02:18.624Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:02:18.626Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:02:19.362Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/user/id/1
2025-03-13T00:02:19.362Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/user/id/1
2025-03-13T00:02:19.362Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/collection-sets/user/1
2025-03-13T00:02:19.362Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/collection-sets/user/1
2025-03-13T00:02:19.364Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id/1
2025-03-13T00:02:19.364Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /api/collection-sets/user/1
2025-03-13T00:02:19.368Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id/1
2025-03-13T00:02:19.368Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /api/collection-sets/user/1
2025-03-13T00:02:19.374Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id/1
2025-03-13T00:02:19.377Z DEBUG 8599 --- [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /api/collection-sets/user/1
2025-03-13T00:02:19.377Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id/1
2025-03-13T00:02:19.379Z DEBUG 8599 --- [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /api/collection-sets/user/1
2025-03-13T00:02:21.492Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:02:21.495Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:02:21.499Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:02:21.500Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:02:21.501Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:02:21.502Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:02:21.505Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:02:21.507Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:02:22.203Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/user/users
2025-03-13T00:02:22.203Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/user/users
2025-03-13T00:02:22.209Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /api/user/users
2025-03-13T00:02:22.213Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /api/user/users
2025-03-13T00:02:22.219Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /api/user/users
2025-03-13T00:02:22.221Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /api/user/users
2025-03-13T00:02:27.835Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /api/user/users
2025-03-13T00:02:27.839Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /api/user/users
2025-03-13T00:02:27.844Z DEBUG 8599 --- [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /api/user/users
2025-03-13T00:02:27.846Z DEBUG 8599 --- [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /api/user/users
2025-03-13T00:02:32.726Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:02:32.732Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:02:32.735Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:02:32.736Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:02:32.737Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:02:32.738Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:02:32.747Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:02:32.749Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:02:33.526Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /api/collection-sets/user/2
2025-03-13T00:02:33.526Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id/2
2025-03-13T00:02:33.530Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id/2
2025-03-13T00:02:33.530Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /api/collection-sets/user/2
2025-03-13T00:02:33.534Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id/2
2025-03-13T00:02:33.535Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /api/collection-sets/user/2
2025-03-13T00:02:33.536Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id/2
2025-03-13T00:02:33.537Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /api/collection-sets/user/2
2025-03-13T00:06:12.988Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:06:12.992Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:06:12.998Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:06:13.000Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:06:13.000Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:06:13.001Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:06:13.005Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:06:13.006Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:06:14.064Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /api/user/users
2025-03-13T00:06:14.067Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /api/user/users
2025-03-13T00:06:14.073Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /api/user/users
2025-03-13T00:06:14.074Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /api/user/users
2025-03-13T00:06:24.498Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /api/user/users
2025-03-13T00:06:24.501Z DEBUG 8599 --- [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /api/user/users
2025-03-13T00:06:24.507Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /api/user/users
2025-03-13T00:06:24.508Z DEBUG 8599 --- [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /api/user/users
2025-03-13T00:06:25.590Z DEBUG 8599 --- [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/collection-sets/user/3
2025-03-13T00:06:25.590Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/user/id/3
2025-03-13T00:06:25.592Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/user/id/3
2025-03-13T00:06:25.593Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id/3
2025-03-13T00:06:25.593Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/collection-sets/user/3
2025-03-13T00:06:25.593Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /api/collection-sets/user/3
2025-03-13T00:06:25.596Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /api/collection-sets/user/3
2025-03-13T00:06:25.596Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id/3
2025-03-13T00:06:25.601Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id/3
2025-03-13T00:06:25.602Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /api/collection-sets/user/3
2025-03-13T00:06:25.603Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id/3
2025-03-13T00:06:25.604Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /api/collection-sets/user/3
2025-03-13T00:07:39.445Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:07:39.449Z DEBUG 8599 --- [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:07:39.453Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only
2025-03-13T00:07:39.454Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:07:39.455Z DEBUG 8599 --- [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only
2025-03-13T00:07:39.456Z DEBUG 8599 --- [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:07:39.459Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id-only/official
2025-03-13T00:07:39.461Z DEBUG 8599 --- [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id-only/official
2025-03-13T00:07:40.019Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /api/collection-sets/user/2
2025-03-13T00:07:40.019Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id/2
2025-03-13T00:07:40.023Z DEBUG 8599 --- [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /api/collection-sets/user/2
2025-03-13T00:07:40.023Z DEBUG 8599 --- [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /api/user/id/2
2025-03-13T00:07:40.029Z DEBUG 8599 --- [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /api/user/id/2
2025-03-13T00:07:40.030Z DEBUG 8599 --- [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /api/collection-sets/user/2
