ヘーゲルの主著(s~),精神現象学,
ヘーゲルの哲学(h~),法の哲学,
対立・矛盾する問題を発展的に克服する考え方,弁証法,
命題：正,テーゼ,
対立命題：反,アンチテーゼ,
新命題：合,ジンテーゼ,
対立する二つのものを、共に生かしながらより高い次元で総合すること,止揚,
個人を貫いている普遍的な精神,絶対意志,
自己の理念を外に表すことで、自己を実現すること,自己外化,
絶対精神の理念を実現する上で、ふさわしい人間を繁栄させ、そうではない人間を没落させる。,理性の狡知,
法と道徳を統一した客観的自由(共同体において成立),人倫,
自然な愛によって密接に繋がら共同体(正),家族,個人の自由を制限
自律した個人からなる共同体(反),市民社会,
家族の密接なつながりと市民社会の独立性が統合された人倫の最高形態,国家,
市場のメカニズムを解明して、経済学の父と呼ばれた人物,アダム・スミス,
アダム・スミスの主著(k~),国富論,
アダム・スミスの主著(d~),道徳感情論,
社会全体の幸福を最大化することが道徳的に最善であるという立場,功利原理,最大多数の最大幸福
道徳および立法の諸原理序説の著者,ベンサム,
快楽計算によって最大多数の最大幸福を導こうとする考え,量的功利主義,
快楽と苦痛を生み出す源泉となる強制力,制裁,
快楽の間に質の違いがあるという考え,質的功利主義,
質的功利主義を唱えた人物,ミル,満足した豚であるより、不満足な人間である方がよく、満足した愚か者であるより、不満足なソクラテスである方がいい
ミルの主著(z~),自由論,
良心による強制力,内的制裁,功利主義がイエスの黄金律を継ぐものであると考えた。
他人に危害を及ぼさない限り個人の自由は最大限尊重されなければならない,他者危害原則,
